Bed012-c2_0081836_0085556,so i guess this is more or less now just to get you up to date johno .,so i guess this is more or less now just to get you up to date johno .,s^rt^t,s^rt^t
Bed012-c3_0929124_0932104,that's the one that's painful that hurts it hurts so bad .,that's the one that's painful Bdb001.dadb Bdb001.out Bdb001.trans Bed002.dadb Bed002.out Bed002.trans Bed003.dadb Bed003.out Bed003.trans Bed004.dadb Bed004.out Bed004.trans Bed005.dadb Bed005.out Bed005.trans Bed006.dadb Bed006.out Bed006.trans Bed008.dadb Bed008.out Bed008.trans Bed009.dadb Bed009.out Bed009.trans Bed010.dadb Bed010.out Bed010.trans Bed011.dadb Bed011.out Bed011.trans Bed012.dadb Bed012.out Bed012.trans Bed013.dadb Bed013.trans Bed014.dadb Bed014.trans Bed015.dadb Bed015.trans Bed016.dadb Bed016.trans Bed017.dadb Bed017.trans Bmr001.dadb Bmr001.trans Bmr002.dadb Bmr002.trans Bmr003.dadb Bmr003.trans Bmr005.dadb Bmr005.trans Bmr006.dadb Bmr006.trans Bmr007.dadb Bmr007.trans Bmr008.dadb Bmr008.trans Bmr009.dadb Bmr009.trans Bmr010.dadb Bmr010.trans Bmr011.dadb Bmr011.trans Bmr012.dadb Bmr012.trans Bmr013.dadb Bmr013.trans Bmr014.dadb Bmr014.trans Bmr015.dadb Bmr015.trans Bmr016.dadb Bmr016.trans Bmr018.dadb Bmr018.trans Bmr019.dadb Bmr019.trans Bmr020.dadb Bmr020.trans Bmr021.dadb Bmr021.trans Bmr022.dadb Bmr022.trans Bmr023.dadb Bmr023.trans Bmr024.dadb Bmr024.trans Bmr025.dadb Bmr025.trans Bmr026.dadb Bmr026.trans Bmr027.dadb Bmr027.trans Bmr028.dadb Bmr028.trans Bmr029.dadb Bmr029.trans Bmr030.dadb Bmr030.trans Bmr031.dadb Bmr031.trans Bns001.dadb Bns001.trans Bns002.dadb Bns002.trans Bns003.dadb Bns003.trans Bro003.dadb Bro003.trans Bro004.dadb Bro004.trans Bro005.dadb Bro005.trans Bro007.dadb Bro007.trans Bro008.dadb Bro008.trans Bro010.dadb Bro010.trans Bro011.dadb Bro011.trans Bro012.dadb Bro012.trans Bro013.dadb Bro013.trans Bro014.dadb Bro014.trans Bro015.dadb Bro015.trans Bro016.dadb Bro016.trans Bro017.dadb Bro017.trans Bro018.dadb Bro018.trans Bro019.dadb Bro019.trans Bro021.dadb Bro021.trans Bro022.dadb Bro022.trans Bro023.dadb Bro023.trans Bro024.dadb Bro024.trans Bro025.dadb Bro025.trans Bro026.dadb Bro026.trans Bro027.dadb Bro027.trans Bro028.dadb Bro028.trans Bsr001.dadb Bsr001.trans Btr001.dadb Btr001.trans Btr002.dadb Btr002.trans Buw001.dadb Buw001.trans scr.sh that hurts it hurts so bad .,s^df,s^df
Bed012-c3_0935860_0937360,i'm h- - i'm happy that they're recording that .,i'm h- - i'm happy that they're recording that .,s^j,s^j
Bed012-c3_0938300_0944610,that headphone - the headphone that you have to put on backwards with the little - little thing - and the little - little foam block on it .,that headphone - the headphone that you have to put on backwards with the little - little thing - and the little - little foam block on it .,s^rt,s^rt
Bed012-c3_0945256_0946926,it's a painful painful microphone .,it's a painful painful microphone .,s^ba,s^ba
Bed012-c2_0949970_0951510,i think it's th- - called the crown .,i think it's th- - called the crown .,s,s
Bed012-c3_0952140_0952640,the crown .,the crown .,s^m,s^m
Bed012-c4_0952401_0952991,what ?,what ?,qw^rt,qw^rt
Bed012-c2_0953115_0953345,yeah .,yeah .,s^aa,s^aa
Bed012-c2_0953485_0954505,versus the sony .,versus the sony .,s,s
Bed012-c1_0956648_0957098,the crown ?,the crown ?,qy^d^m^rt,qy^d^m^rt
Bed012-c1_0957637_0958477,is that the actual name ?,is that the actual name ?,qy^rt,qy^rt
Bed012-c2_0959078_0959418,uhhuh .,mm-hmm .,s^aa,s^aa
Bed012-c1_0959544_0959704,okay .,o_k .,s^bk,s^bk
Bed012-c2_0960550_0961270,the manufacturer .,the manufacturer .,s^e,s^e
Bed012-c3_0962480_0963620,i don't see a manufacturer on it .,i don't see a manufacturer on it .,s,s
Bed012-c3_0964940_0965080,oh wait .,oh wait .,s^co,s^co
Bed012-c2_0964991_0965371,you w- ==,you w- ==,%-,%-
Bed012-c3_0965080_0965350,here it is .,here it is .,s,s
Bed012-c3_0965350_0966070,h- - this thingy .,h- - this thingy .,s^e,s^e
Bed012-c3_0967340_0968410,yeah it's the crown .,yeah it's the crown .,s^na,s^na
Bed012-c3_0969110_0970060,the crown of pain .,the crown of pain .,s^j,s^j
Bed012-c1_0971125_0971575,yes .,yes .,s^aa,s^aa
Bed012-c2_0972418_0972978,you're online ?,you're on-line ?,qy^d^rt,qy^d^rt
Bed012-c3_0973610_0975110,are you - are your mike o- - is your mike on ?,are you - are your mike o- - is your mike on ?,qy^rt,qy^rt
Bed012-c1_0974465_0974865,indeed .,indeed .,s^aa,s^aa
Bed012-c3_0975180_0975500,okay .,o_k .,s^bk,s^bk
Bed012-c3_0977100_0978120,so you've been working with these guys .,so you've been working with these guys .,s^bu,s^bu
Bed012-c3_0978120_0979000,you know what's going on ?,you know what's going on ?,qy^d,qy^d
Bed012-c1_0979115_0979465,yes .,yes .,s^aa,s^aa
Bed012-c1_0979565_0980075,i have .,i have .,s^aa,s^aa
Bed012-c1_0980994_0981654,and i do .,and i do .,s^e,s^e
Bed012-c1_0983122_0983552,yeah all right .,yeah alright .,s^bk,s^bk
Bed012-c3_0983310_0983930,excellent !,excellent !,s^fe^j,s^fe^j
Bed012-c1_0983552_0984522,s- - so where are we ?,s- - so where are we ?,qy^t,qy^t
Bed012-c2_0985470_0986380,we're discussing this .,we're discussing this .,s^t,s^t
Bed012-c1_0986580_0987610,i don't think it can handle french .,i don't think it can handle french .,s^j,s^j
Bed012-c1_0987610_0988010,but anyway .,but anyway .,s,s
Bed012-c2_0991015_0991465,so ==,so ==,fg,fg
Bed012-c2_0992440_0994250,assume we have something coming in .,assume we have something coming in .,s^co,s^co
Bed012-c2_0994250_0995810,a person says where is x .,a person says where is x_ .,s:qw,s:qw
Bed012-c2_0995810_1000660,and we get a certain - we have a situation vector and a user vector and everything is fine .,and we get a certain - we have a situation vector and a user vector and everything is fine .,s^rt,s^rt
Bed012-c2_1001580_1003220,an- - an- - and - and our - and our ==,an- - an- - and - and our - and our ==,%-,%-
Bed012-c3_1002790_1005930,did you just sti- - did you just stick the m- - the - the - the microphone actually in the tea ?,did you just sti- - did you just stick the m- - the - the - the microphone actually in the tea ?,qy^rt^t3,qy^rt^t3
Bed012-c1_1005970_1006500,no .,no .,s^ar^t3,s^ar^t3
Bed012-c2_1008540_1009360,and um ==,and um ==,fh,fh
Bed012-c1_1009510_1010150,i'm not drinking tea .,i'm not drinking tea .,s^ng^t3,s^ng^t3
Bed012-c1_1010150_1010860,what are you talking about ?,what are you talking about ?,qw^t3,qw^t3
Bed012-c3_1011810_1012210,oh yeah .,oh yeah .,s^bk^t3,s^bk^t3
Bed012-c3_1012200_1012490,sorry .,sorry .,s^fa^t3,s^fa^t3
Bed012-c2_1013620_1017300,let's just assume our bayes net just has three decision nodes for the time being .,let's just assume our bayes-net just has three decision nodes for the time being .,s^co^rt,s^co^rt
Bed012-c2_1017830_1021730,these three he wants to know something about it he wants to know where it is he wants to go there .,these three he wants to know something about it he wants to know where it is he wants to go there .,s,s
Bed012-c3_1022310_1025320,in terms of these would be wha- - how we would answer the question where is .,in terms of these would be wha- - how we would answer the question where-is .,s^bu,s^bu
Bed012-c3_1025550_1025800,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c3_1026470_1026720,we u- ==,we u- ==,%--,%--
Bed012-c3_1028360_1030960,this is - i- - that's what you s- - it seemed like explained it to me earlier .,this is - i- - that's what you s- - it seemed like explained it to me earlier .,s,s
Bed012-c3_1030960_1034040,w- - we - we're - we want to know how to answer the question where is x .,w- - we - we're - we wanna know how to answer the question where is x_ .,s:qw,s:qw
Bed012-c2_1031420_1032270,yeah | but huh ==,yeah | but mmm ==,s^aap|%-,s^aap|%-
Bed012-c2_1032270_1032330,yeah .,yeah .,b,b
Bed012-c2_1034260_1036640,no i can - i can do the timing node in here too .,no i can - i can do the timing node in here too .,s^df,s^df
Bed012-c2_1036640_1037570,and say okay ==,and say o_k ==,s.%-:s,s.%-:s
Bed012-c3_1037120_1041010,well yeah but in the s- - uh let's just deal with the s- - the simple case of we're not worrying about timing or anything .,well yeah but in the s- - uh let's just deal with the s- - the simple case of we're not worrying about timing or anything .,s^nd,s^nd
Bed012-c3_1041420_1043550,we just want to know how we should answer where is x .,we just want to know how we should answer where is x_ .,s^e:qw,s^e:qw
Bed012-c2_1043720_1043940,okay .,o_k .,s^bk,s^bk
Bed012-c2_1045260_1046060,and um ==,and um ==,fh,fh
Bed012-c2_1047070_1047760,okay and ==,o_k and ==,fh,fh
Bed012-c2_1050760_1052090,go there has two values .,go-there has two values .,s,s
Bed012-c2_1052090_1052410,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_1052410_1053620,go there and not go there .,go-there and not-go-there .,s^rt:s,s^rt:s
Bed012-c2_1053970_1056380,let's assume those are the posterior probabilities of that .,let's assume those are the posterior probabilities of that .,s^co^rt,s^co^rt
Bed012-c1_1056500_1056920,uhhuh .,mm-hmm .,b,b
Bed012-c2_1057190_1059550,info on has true or false and location .,info-on has true or false and location .,s,s
Bed012-c2_1059850_1061300,so he wants to know something about it .,so he wants to know something about it .,s,s
Bed012-c2_1061300_1064180,and he wants to know something - he wants to know where it is .,and he wants to know something - he wants to know where-it-is .,s,s
Bed012-c1_1063620_1064330,excuse me .,excuse me .,s^fa^t3,s^fa^t3
Bed012-c2_1064630_1066530,has these values .,has these values .,s^e,s^e
Bed012-c2_1068100_1068960,and um ==,and um ==,fh,fh
Bed012-c3_1069710_1070900,oh i see why we can't do that .,oh i see why we can't do that .,s^bk,s^bk
Bed012-c2_1071720_1077530,and um in this case we would probably all agree that he wants to go there .,and um in this case we would probably all agree that he wants to go there .,s,s
Bed012-c2_1077650_1079330,our belief net thinks he wants to go there .,our belief-net thinks he wants to go there .,s,s
Bed012-c2_1079670_1079920,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c1_1079810_1079920,yeah .,yeah .,b,b
Bed012-c1_1080340_1080720,uhhuh .,mm-hmm .,s^aa,s^aa
Bed012-c2_1080720_1081750,in the uh whatever .,in the uh whatever .,s^e,s^e
Bed012-c2_1081750_1085570,if we have something like this here .,if we have something like this here .,s^rt,s^rt
Bed012-c2_1086520_1087200,and ==,and ==,fh,fh
Bed012-c2_1091210_1092170,this like that . .,this like that . .,s^e,s^e
Bed012-c2_1092170_1093840,and maybe here also some ==,and maybe here also some ==,s^e.%-,s^e.%-
Bed012-c1_1094900_1097230,you should probably make them out of ==,you should probably make them out of ==,s^cs.%--,s^cs.%--
Bed012-c1_1097370_1097620,yeah .,yeah .,b,b
Bed012-c3_1098670_1099530,well it ==,well it- ==,%-,%-
Bed012-c2_1098870_1099560,something like that .,something like that .,s,s
Bed012-c2_1100250_1108620,then we would guess aha he our belief net has s- - stronger beliefs that he wants to know where it is than actually wants to go there .,then we would guess aha he our belief-net has s- - stronger beliefs that he wants to know where it is than actually wants to go there .,s,s
Bed012-c2_1110200_1110380,right ?,right ?,qy^d^f^g^rt,qy^d^f^g^rt
Bed012-c3_1111220_1113240,that it - doesn't this assume though that they're evenly weighted ?,that it - doesn't this assume though that they're evenly weighted ?,qy^bu^rt,qy^bu^rt
Bed012-c4_1111620_1111930,true .,true .,s^aa,s^aa
Bed012-c3_1114090_1114500,like ==,like ==,%--,%--
Bed012-c3_1116210_1117330,i guess they are evenly weighted .,i guess they are evenly weighted .,s,s
Bed012-c1_1117930_1119370,the different decision nodes you mean ?,the different decision nodes you mean ?,qy^bu^d^rt,qy^bu^d^rt
Bed012-c3_1119540_1121660,yeah the go there the info on and the location .,yeah the go-there the info-on and the location .,s^na^rt:s,s^na^rt:s
Bed012-c1_1121530_1123100,well d- - yeah this is making the assumption .,well d- - yeah this is making the assumption .,s^na,s^na
Bed012-c1_1125430_1125850,yes .,yes .,s^aa,s^aa
Bed012-c2_1127120_1128240,what do you mean by differently weighted ?,what do you mean by differently weighted ?,qw,qw
Bed012-c3_1127120_1127540,like ==,like ==,%-,%-
Bed012-c2_1128240_1130390,they don't feed into anything really anymore .,they don't feed into anything really anymore .,s^df,s^df
Bed012-c3_1130450_1131390,or i jus- ==,or i jus- ==,%-,%-
Bed012-c1_1130690_1131450,but i mean why do we ?==,but i mean why do we ?==,qw.%-,qw.%-
Bed012-c3_1132690_1133190,le- ==,le- ==,%-,%-
Bed012-c1_1132700_1138320,if we trusted the go there node more th- - much more than we trusted the other ones then we would conclude even in this situation that he wanted to go there .,if we trusted the go-there node more th- - much more than we trusted the other ones then we would conclude even in this situation that he wanted to go there .,s,s
Bed012-c1_1139790_1141590,so - in that sense we weight them equally .,so - in that sense we weight them equally .,s,s
Bed012-c2_1142600_1142840,okay .,o_k .,s^bk,s^bk
Bed012-c1_1142850_1143210,right now .,right now .,s^e,s^e
Bed012-c2_1143070_1143620,makes sense .,makes sense .,s^bk,s^bk
Bed012-c2_1143620_1143800,yeah .,yeah .,b,b
Bed012-c3_1146600_1152890,so the- - but i guess the- - k- - the question that i was as- - uh- - wondering or maybe robert was proposing to me is ==,so the- - but i guess the- - k- - the question that i was as- - er- - wondering or maybe robert was proposing to me is ==,s.%--,s.%--
Bed012-c2_1146630_1146770,but ==,but ==,%-,%-
Bed012-c3_1153170_1156430,how do we d- - make the decision on - as to - which one to listen to ?,how do we d- - make the decision on - as to - which one to listen to ?,qw^rt,qw^rt
Bed012-c1_1157910_1161450,yeah so the final d- - decision is the combination of these three .,yeah so the final d- - decision is the combination of these three .,s,s
Bed012-c1_1161450_1163100,so again it's - it's some kind of uh ==,so again it's - it's some kind of uh ==,s.%-,s.%-
Bed012-c3_1163380_1163780,bayes net .,bayes-net .,s^2,s^2
Bed012-c1_1164390_1164930,yeah sure .,yeah sure .,s^aa,s^aa
Bed012-c3_1165990_1169560,okay so then the question i- - so then my question is t- - to you then would be ==,o_k so then the question i- - so then my question is t- - to you then would be ==,s.%--,s.%--
Bed012-c3_1171830_1177170,so is the only r- - reason we can make all these smaller bayes nets because we know we can only deal with a finite set of constructions ?,so is the only r- - reason we can make all these smaller bayes-nets because we know we can only deal with a finite set of constructions ?,qy^rt,qy^rt
Bed012-c3_1177310_1182100,because oth- - if we're just taking arbitrary language in we couldn't have a node for every possible question .,cuz oth- - if we're just taking arbitrary language in we couldn't have a node for every possible question .,s^df,s^df
Bed012-c3_1182100_1182370,you know ?,you know ?,qy^d^g^rt,qy^d^g^rt
Bed012-c1_1186340_1188110,a decision node for every possible question you mean .,a decision node for every possible question you mean .,s^bc,s^bc
Bed012-c3_1188660_1190140,well i - like in the case of - yeah .,well i - like in the case of - yeah .,s^na,s^na
Bed012-c3_1190470_1195020,in the ca- - any piece of language we wouldn't be able to answer it with this system b- - if we just h- ==,in the ca- - any piece of language we wouldn't be able to answer it with this system b- - if we just h- ==,s^na.%--,s^na.%--
Bed012-c3_1195630_1197200,because we wouldn't have the correct node .,cuz we wouldn't have the correct node .,s^df,s^df
Bed012-c3_1197200_1199530,basically w- - what you're s- - proposing is a n- - where is node .,basically w- - what you're s- - proposing is a n- - where-is node .,s^bu,s^bu
Bed012-c3_1199530_1199770,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c1_1200140_1200420,yeah .,yeah .,s^aa,s^aa
Bed012-c3_1201000_1209020,and - and if we - and if someone - says you know uh something in mandarin to the system we'd- - wouldn't know which node to look at to answer that question .,and - and if we - and if someone - says you know uh something in mandarin to the system we'd- - wouldn't know which node to look at to answer that question .,s^bu,s^bu
Bed012-c1_1202380_1202670,so is ==,so is ==,%-,%-
Bed012-c1_1205220_1205410,yeah .,yeah .,b,b
Bed012-c3_1209020_1209270,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c1_1209490_1209790,yeah .,yeah .,s^aa,s^aa
Bed012-c2_1210520_1210690,huh ==,mmm ==,fg,fg
Bed012-c3_1210550_1211750,so but - but if we have a finite ==,so but - but if we have a finite ==,s.%-,s.%-
Bed012-c3_1211880_1212120,what ?,what ?,qw^rt,qw^rt
Bed012-c2_1212620_1213480,i don't see your point .,i don't see your point .,s^ng,s^ng
Bed012-c2_1213800_1224660,what - what - what i am thinking or what we're about to propose here is we're always going to get the whole list of values and their posterior probabilities .,what - what - what i am thinking or what we're about to propose here is we're always gonna get the whole list of values and their posterior probabilities .,s,s
Bed012-c2_1225150_1228880,and now we need an expert system or belief net or something that interprets that . .,and now we need an expert system or belief-net or something that interprets that . .,s,s
Bed012-c2_1229900_1236330,that looks at all the values and says the winner is timing .,that looks at all the values and says the winner is timing .,s^e,s^e
Bed012-c2_1236330_1237140,now go there .,now go there .,s:s^co,s:s^co
Bed012-c2_1237810_1239030,uh go there timing now .,uh go there timing now .,s:s^co,s:s^co
Bed012-c2_1239810_1243330,or the winner is info on function off .,or the winner is info-on function-off .,s^e:s,s^e:s
Bed012-c2_1244080_1247620,so he wants to know something about it and what it does .,so he wants to know something about it and what it does .,s^e,s^e
Bed012-c2_1248380_1248520,nuh ?,nuh ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_1250880_1253920,uh regardless of - of - of the input wh- - regardle- ==,uh regardless of - of - of the input wh- - regardle- ==,s.%-,s.%-
Bed012-c3_1252170_1261930,yeah but - but how does the expert - but how does the expert system know - how- - who- - which one to declare the winner if it doesn't know the question it is and how that question should be answered ?,yeah but- - but how does the expert - but how does the expert system know - how- - who- - which one to declare the winner if it doesn't know the question it is and how that question should be answered ?,qw^nd,qw^nd
Bed012-c2_1265860_1274630,based on the k- - what the question was - so what the discourse the ontology the situation and the user model gave us we came up with these values for these decisions .,based on the k- - what the question was - so what the discourse the ontology the situation and the user model gave us we came up with these values for these decisions .,s,s
Bed012-c3_1274690_1276610,yeah i know | but how do we weight what we get out ?,yeah i know | but how do we weight what we get out ?,s^arp|qw,s^arp|qw
Bed012-c3_1279050_1280560,as which one i- - which ones are important .,as which one i- - which ones are important .,s^e,s^e
Bed012-c3_1286120_1291660,so my i- - so if we were to it with a bayes net we'd have to have a node for every question that we knew how to deal with .,so my i- - so if we were to it with a bayes-net we'd have to have a node for every question that we knew how to deal with .,s^cs,s^cs
Bed012-c3_1292530_1295530,that would take all of the inputs and weight them appropriately for that question .,that would take all of the inputs and weight them appropriately for that question .,s^e,s^e
Bed012-c2_1296540_1296880,uhhuh .,mm-hmm .,b^rt,b^rt
Bed012-c3_1298350_1299030,does that make sense ?,does that make sense ?,qy^f^rt,qy^f^rt
Bed012-c3_1300110_1300370,yay ?,yay ?,qy^d^rt,qy^d^rt
Bed012-c3_1300370_1300740,nay ?,nay ?,qy^d^rt,qy^d^rt
Bed012-c1_1301290_1305980,um | i mean are you saying that what happens if you try to scale this up to the situation or are we just dealing with arbitrary language ?,um | i mean are you saying that what happens if you try to scale this up to the situation or are we just dealing with arbitrary language ?,h|qy^bu^rt,h|qy^bu^rt
Bed012-c3_1301400_1301500,we ==,we ==,%-,%-
Bed012-c1_1307960_1308710,is that your point ?,is that your point ?,qy^rt,qy^rt
Bed012-c3_1309370_1313010,well no | i - i guess my question is is the reason that we can make a node f- ==,well no | i - i guess my question is is the reason that we can make a node f- ==,s^ar|s.%--,s^ar|s.%--
Bed012-c3_1313010_1315500,or - okay so let me see if i'm confused .,or - o_k so lemme see if i'm confused .,s^co,s^co
Bed012-c3_1315500_1317230,are we going to make a node for every question ?,are we going to make a node for every question ?,qy,qy
Bed012-c3_1317480_1318250,does that make sense ?,does that make sense ?,qy^rt,qy^rt
Bed012-c3_1318250_1318500,or not ?,or not ?,qrr,qrr
Bed012-c1_1318570_1319340,for every question ?,for every question ?,qy^d^rt,qy^d^rt
Bed012-c1_1319640_1319940,like ==,like ==,%-,%-
Bed012-c3_1320010_1320810,every construction .,every construction .,s^bsc,s^bsc
Bed012-c1_1323200_1323680,huh ==,hmm ==,h,h
Bed012-c1_1325780_1327220,i don't - not necessarily i would think .,i don't - not necessarily i would think .,s^nd,s^nd
Bed012-c1_1328200_1329710,i mean it's not based on constructions .,i mean it's not based on constructions .,s^df,s^df
Bed012-c1_1329710_1336420,it's based on things like uh there's going to be a node for go there or not and there's going to be a node for enter view approach .,it's based on things like uh there's gonna be a node for go-there or not and there's gonna be a node for enter view approach .,s^df,s^df
Bed012-c3_1332950_1333600,wel- ==,wel- ==,%-,%-
Bed012-c3_1335100_1335550,w- - okay .,w- - o_k .,fg,fg
Bed012-c3_1336730_1338080,so someone asked a question .,so someone asked a question .,s,s
Bed012-c1_1338550_1338710,yeah .,yeah .,b,b
Bed012-c3_1339000_1341100,how do we decide how to answer it ?,how do we decide how to answer it ?,qw,qw
Bed012-c2_1344030_1348490,well | look at - look - face yourself with this pr- - question .,well | look at - look - face yourself with this pr- - question .,h|s^co,h|s^co
Bed012-c2_1348490_1352000,you get this - you'll have - y- - this is what you get .,you get this - you'll have - y- - this is what you get .,s,s
Bed012-c2_1352630_1354800,and now you have to make a decision what do we think .,and now you have to make a decision what do we think .,s:qw,s:qw
Bed012-c2_1355460_1356520,what does this tell us ?,what does this tell us ?,qw,qw
Bed012-c2_1357980_1363180,and not knowing what was asked and what happened and whether the person was a tourist or a local .,and not knowing what was asked and what happened and whether the person was a tourist or a local .,s^e,s^e
Bed012-c2_1363520_1369570,because all of these factors have presumably already gone into making these posterior probabilities .,because all of these factors have presumably already gone into making these posterior probabilities .,s^df,s^df
Bed012-c3_1371190_1371480,yeah .,yeah .,b,b
Bed012-c2_1371340_1376630,what - what we need is a - just a mechanism that says aha there is ==,what - what we need is a - just a mechanism that says aha there is ==,s^cs.%-:s,s^cs.%-:s
Bed012-c3_1377120_1380000,i just don't think a winner take all type of thing is the ==,i just don't think a winner-take-all type of thing is the ==,s^nd.%-,s^nd.%-
Bed012-c1_1381140_1383510,i mean in general like we won't just have those three .,i mean in general like we won't just have those three .,s,s
Bed012-c1_1383510_1383790,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c1_1383790_1386070,we'll have uh like many many nodes .,we'll have uh like many many nodes .,s,s
Bed012-c2_1386210_1386440,yep .,yep .,s^aa,s^aa
Bed012-c1_1386600_1392340,so we have to like - so that it's no longer possible to just look at the nodes themselves and figure out what the person is trying to say .,so we have to like - so that it's no longer possible to just look at the nodes themselves and figure out what the person is trying to say .,s,s
Bed012-c2_1392110_1393590,because there are interdependencies .,because there are interdependencies .,s^df^e,s^df^e
Bed012-c2_1393590_1393770,right ?,right ?,qy^d^g^rt,qy^d^g^rt
Bed012-c2_1394210_1394820,the uh ==,the uh ==,%--,%--
Bed012-c2_1397170_1403800,uh no so if - if - for example the go there posterior possibility is so high um ==,uh no so if - if - for example the go-there posterior possibility is so high um ==,s.%--,s.%--
Bed012-c2_1405030_1410260,uh w- - if it's - if it has reached - reached a certain height then all of this becomes irrelevant .,uh w- - if it's - if it has reached - reached a certain height then all of this becomes irrelevant .,s,s
Bed012-c2_1410690_1418890,so if - even if - if the function or the history or something is scoring pretty good on the true node - true value ==,so if - even if - if the function or the history or something is scoring pretty good on the true node - true value ==,s.%-,s.%-
Bed012-c3_1418500_1418830,wel- ==,wel- ==,fg,fg
Bed012-c3_1419750_1420610,i don't know about that .,i don't know about that .,s^nd,s^nd
Bed012-c3_1420610_1422280,because that would suggest that - i mean ==,cuz that would suggest that - i mean ==,s.%-,s.%-
Bed012-c2_1423440_1425370,he wants to go there and know something about it ?,he wants to go there and know something about it ?,qy^2^bu^d^rt,qy^2^bu^d^rt
Bed012-c3_1423560_1424750,do they have to be mutual- ?==,do they have to be mutual- ?==,qy.%-,qy.%-
Bed012-c3_1425240_1426810,yeah | do they have to be mutually exclusive ?,yeah | do they have to be mutually exclusive ?,s^aa|qy^rt,s^aa|qy^rt
Bed012-c2_1427960_1430500,i think to some extent they are .,i think to some extent they are .,s^na,s^na
Bed012-c2_1432760_1433630,or maybe they're not .,or maybe they're not .,s^am,s^am
Bed012-c3_1434850_1439200,because i uh - the way you describe what they meant they weren't mutu- - uh they didn't seem mutually exclusive to me .,cuz i uh - the way you describe what they meant they weren't mutu- - uh they didn't seem mutually exclusive to me .,s^df,s^df
Bed012-c2_1441180_1446770,well if he doesn't want to go there even if the enter posterior proba- ==,well if he doesn't want to go there even if the enter posterior proba- ==,s.%--,s.%--
Bed012-c2_1446770_1447100,so ==,so ==,fh,fh
Bed012-c3_1447580_1447800,wel- ==,wel- ==,fh,fh
Bed012-c2_1448390_1449400,go there is no .,go-there is no .,s:s,s:s
Bed012-c2_1450130_1450980,enter is high .,enter is high .,s:s,s:s
Bed012-c2_1450980_1452420,and info on is high .,and info-on is high .,s:s,s:s
Bed012-c3_1452150_1454340,well yeah just out of the other three though that you had in the ==,well yeah just out of the other three though that you had in the ==,s.%-,s.%-
Bed012-c2_1454510_1454730,huh ?,hmm ?,qw^br^rt,qw^br^rt
Bed012-c3_1454860_1455510,those three nodes .,those three nodes .,s,s
Bed012-c3_1455510_1457500,the- - d- - they didn't seem like they were mutually exclusive .,the- - d- - they didn't seem like they were mutually exclusive .,s^r,s^r
Bed012-c2_1456820_1457610,no there's - no .,no there's - no .,s^ar,s^ar
Bed012-c2_1457850_1457970,but ==,but ==,%-,%-
Bed012-c2_1459360_1459920,it's through the ==,it's through the ==,s.%-,s.%-
Bed012-c3_1459520_1462740,so th- - s- - so yeah but some - so some things would drop out and some things would still be important .,so th- - s- - so yeah but some - so some things would drop out and some things would still be important .,s,s
Bed012-c2_1463170_1463490,uhhuh .,mm-hmm .,b,b
Bed012-c3_1471630_1476180,but i guess what's confusing me is if we have a bayes net to deal w- - another bayes net to deal with this stuff .,but i guess what's confusing me is if we have a bayes-net to deal w- - another bayes-net to deal with this stuff .,s^rt,s^rt
Bed012-c1_1477740_1478000,uhhuh .,mm-hmm .,b^rt,b^rt
Bed012-c3_1478640_1479120,you know .,you know .,fh,fh
Bed012-c3_1480020_1480670,uh ==,uh ==,fh,fh
Bed012-c3_1481580_1492170,is the only reason - okay so - i guess if we have a ba- - another bayes net to deal with this stuff the only r- - reason we can design it is because we know what each question is asking ?,is the only reason - o_k so - i guess if we have a ba- - another bayes-net to deal with this stuff the only r- - reason we can design it is cuz we know what each question is asking ?,qy^bu^rt,qy^bu^rt
Bed012-c1_1493070_1493300,yeah .,yeah .,s^aa,s^aa
Bed012-c1_1494160_1494730,i think that's true .,i think that's true .,s^aa,s^aa
Bed012-c3_1496640_1499710,and then so the only reason - way we would know what question he's asking is based upon ==,and then so the only reason - way we would know what question he's asking is based upon ==,s^bu.%--,s^bu.%--
Bed012-c3_1499710_1505960,oh so if - let's say i had a construction parser and i plug this in i would know what each construction - the communicative intent of the construction was .,oh so if - let's say i had a construction parser and i plug this in i would know what each construction - the communicative intent of the construction was .,s^bu,s^bu
Bed012-c1_1506060_1506370,uhhuh .,mm-hmm .,b^rt,b^rt
Bed012-c3_1506390_1509060,and so then i would know how to weight the nodes appropriately in response .,and so then i would know how to weight the nodes appropriately in response .,s,s
Bed012-c3_1511620_1515890,so no matter what they said if i could map it onto a where is construction i could say uh .,so no matter what they said if i could map it onto a where-is construction i could say ah .,s:s,s:s
Bed012-c1_1512580_1512740,ge- ==,ge- ==,%-,%-
Bed012-c1_1514650_1514930,uhhuh .,mm-hmm .,b,b
Bed012-c3_1516180_1517850,well the- - the intent here was where is .,well the- - the intent here was where-is .,s:qw,s:qw
Bed012-c1_1517990_1518500,okay right .,o_k right .,s^bk,s^bk
Bed012-c3_1518290_1519240,and i could look at those .,and i could look at those .,s^cc,s^cc
Bed012-c1_1520390_1520680,yeah .,yeah .,s^aa,s^aa
